Column1,FormNumber,Question,Cluster,Topic_Keywords,Topic_Headline
1545,728,The quality of formative feedback was sufficient in this course.,53,"formative, sufficient, feedback, formal, quality",Topic: Formative Sufficient Feedback
36,2, Comments,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
148,5,Other comments/suggestions:,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
184,6,Please use the space below for your comments on the instructor.,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
208,7,Course Comments | Comments on how the course met its stated objectives,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
211,7,Instructor Comments | Comments related to the effectiveness of the instructor,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
284,9,What other comments and suggestions would you like to make about the instructor or the course?,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
342,12,Other comments,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
369,13,Other comments and suggestions,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
413,15,Please use the space below for your comments on the instructor and/or course.,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
489,19,Other comments/suggestions?,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
580,24,Please use the space below for your comments on the course and/or the instructor. Your comments will be given to the instructor only after grades have been assigned.,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
593,33,Comments,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
745,46,Please provide any other comments you would like regarding this course:,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
748,47,General comments about the instructor can be provided below:,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
776,52,What comments and suggestions would you like to make about the instructor or the course?,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
781,64,Please use the space below for any comments about the workshop and/or the facilitator. We rely on your feedback to ensure that the workshops are a success!,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
900,207,Instructor Comments | Comments related to the effectiveness of the instructors/speakers,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
922,222,Please use the space below for your comments on the TA and/or course.,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
959,501,Please use the space below for your comments on the course.,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
965,521,Comments on what needs to be improved in the course,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
966,521,Comments on what went well in the course,54,"comments, space, use, suggestions, course",Topic: Comments Space Use
967,521,"General comments, opinions, and suggestions",54,"comments, space, use, suggestions, course",Topic: Comments Space Use
